FLD_MATCODIGO;FLD_MATNOMBRE;TIPO;FECHA;MMP;StockSeguridad;PtoReorden;StockMaximo;StockMinimo;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/02/2020 0:00:00.000;38707,50;348,12;52277,18;90984,68;38707,50;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/02/2020 0:00:00.000;39653,33;1046,89;52738,48;92391,81;39653,33;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/02/2020 0:00:00.000;37973,33;1302,42;51604,56;89577,89;37973,33;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/02/2020 0:00:00.000;37376,67;1495,95;52868,31;90244,98;37376,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/02/2020 0:00:00.000;32420,33;851,67;46567,47;78987,81;32420,33;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/02/2020 0:00:00.000;58246,67;668,18;79002,50;137249,16;58246,67;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/02/2020 0:00:00.000;179210;5203,03;259007,22;438217,22;179210;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/02/2020 0:00:00.000;76823,33;6148,05;116610,94;193434,28;76823,33;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/02/2020 0:00:00.000;26350;2112,57;41763,52;68113,52;26350;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/02/2020 0:00:00.000;80146;610,15;108040,08;188186,08;80146;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/02/2020 0:00:00.000;23443,67;566,44;33574,62;57018,29;23443,67;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/02/2020 0:00:00.000;207006,67;6851,99;297561,33;504568,00;207006,67;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/02/2020 0:00:00.000;41542,33;534,91;57337,05;98879,39;41542,33;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/02/2020 0:00:00.000;34593,33;78,54;46318,48;80911,82;34593,33;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/02/2020 0:00:00.000;91878,93;4709,19;131559,28;223438,21;91878,93;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/02/2020 0:00:00.000;70266,73;2148,28;102322,55;172589,28;70266,73;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/02/2020 0:00:00.000;59476,67;1141,21;82949,66;142426,33;59476,67;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/02/2020 0:00:00.000;48977,33;1223,29;66630,65;115607,98;48977,33;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/02/2020 0:00:00.000;19203,33;102,70;25958,34;45161,68;19203,33;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/02/2020 0:00:00.000;21800;633,76;30823,47;52623,47;21800;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/03/2020 0:00:00.000;43272,67;355,43;57929,79;101202,46;43272,67;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/03/2020 0:00:00.000;36676,67;324,83;49069,30;85745,97;36676,67;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/03/2020 0:00:00.000;97481,80;2670,81;132568,40;230050,20;97481,80;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/03/2020 0:00:00.000;69275,03;846,98;94564,29;163839,33;69275,03;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/03/2020 0:00:00.000;39410,83;427,34;52463,45;91874,28;39410,83;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/03/2020 0:00:00.000;61200;544,37;82175,99;143375,99;61200;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/03/2020 0:00:00.000;48024;1170,86;66310,81;114334,81;48024;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/03/2020 0:00:00.000;25000;1625,29;33237,28;58237,28;25000;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/03/2020 0:00:00.000;26866,67;1305,10;36264,53;63131,20;26866,67;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/03/2020 0:00:00.000;40416,67;823,77;54359,22;94775,89;40416,67;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/03/2020 0:00:00.000;39306,67;1304,38;54941,12;94247,79;39306,67;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/03/2020 0:00:00.000;39100;1310,99;54363,14;93463,14;39100;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/03/2020 0:00:00.000;33367;408,93;45509,17;78876,17;33367;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/03/2020 0:00:00.000;60230;1026,29;79737,82;139967,82;60230;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/03/2020 0:00:00.000;190773,33;5142,49;264696,22;455469,55;190773,33;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/03/2020 0:00:00.000;93653,33;6376,45;133332,25;226985,58;93653,33;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/03/2020 0:00:00.000;35135;2014,47;48496,10;83631,10;35135;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/03/2020 0:00:00.000;75961;3039,55;108341,93;184302,93;75961;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/03/2020 0:00:00.000;23720;266,44;31989,63;55709,63;23720;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/03/2020 0:00:00.000;215816,67;6877,73;297992,70;513809,37;215816,67;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/04/2020 0:00:00.000;59420;646,99;81467,54;140887,54;59420;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/04/2020 0:00:00.000;64955;4751,08;85978,17;150933,17;64955;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/04/2020 0:00:00.000;25633,33;1795,28;33628,89;59262,22;25633,33;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/04/2020 0:00:00.000;33466,67;3457,44;44815,89;78282,56;33466,67;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/04/2020 0:00:00.000;37266,83;710,30;52016,99;89283,83;37266,83;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/04/2020 0:00:00.000;38200;436,97;50943,23;89143,23;38200;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/04/2020 0:00:00.000;50970;4115,53;67579,52;118549,52;50970;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/04/2020 0:00:00.000;49153,47;3549,82;65454,54;114608,01;49153,47;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/04/2020 0:00:00.000;33275;587,11;46218,74;79493,74;33275;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/04/2020 0:00:00.000;59005;727,47;79050,33;138055,33;59005;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/04/2020 0:00:00.000;180880;3041,17;252429,05;433309,05;180880;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/04/2020 0:00:00.000;81360;4133,26;123197,66;204557,66;81360;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/04/2020 0:00:00.000;39690,13;3002,31;53892,82;93582,95;39690,13;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/04/2020 0:00:00.000;100476,67;6775,06;132474,41;232951,08;100476,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/04/2020 0:00:00.000;25125;418,32;33573,56;58698,56;25125;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/04/2020 0:00:00.000;213466,67;2470,05;284153,36;497620,03;213466,67;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/04/2020 0:00:00.000;47139,33;688,99;62480,17;109619,50;47139,33;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/04/2020 0:00:00.000;40330;1104,39;53033,35;93363,35;40330;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/04/2020 0:00:00.000;106974,07;5825,56;142303,51;249277,58;106974,07;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/04/2020 0:00:00.000;83583,37;5525,67;112395,24;195978,61;83583,37;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/05/2020 0:00:00.000;58383,33;1134,02;81415,58;139798,91;58383,33;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/05/2020 0:00:00.000;60081,67;2960,03;80247,39;140329,06;60081,67;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/05/2020 0:00:00.000;24266,67;1359,01;32020,15;56286,81;24266,67;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/05/2020 0:00:00.000;28866,67;1955,47;39004,31;67870,97;28866,67;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/05/2020 0:00:00.000;37023,73;575,49;51527,67;88551,41;37023,73;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/05/2020 0:00:00.000;37843,33;747,97;53200,81;91044,14;37843,33;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/05/2020 0:00:00.000;44336,67;1530,44;59980,78;104317,44;44336,67;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/05/2020 0:00:00.000;45493,47;2465,50;62376,51;107869,98;45493,47;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/05/2020 0:00:00.000;33511,67;706,63;45682,60;79194,27;33511,67;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/05/2020 0:00:00.000;56496,67;572,93;76239,78;132736,45;56496,67;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/05/2020 0:00:00.000;159216,67;4549,62;229906,87;389123,54;159216,67;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/05/2020 0:00:00.000;76856,67;5679,45;121626,65;198483,31;76856,67;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/05/2020 0:00:00.000;45599,20;5486,44;63457,51;109056,71;45599,20;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/05/2020 0:00:00.000;92294,67;3163,01;123144,52;215439,19;92294,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/05/2020 0:00:00.000;24491,67;507,04;33242,17;57733,84;24491,67;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/05/2020 0:00:00.000;218303,33;5107,60;288727,55;507030,88;218303,33;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/05/2020 0:00:00.000;44872,67;1016,89;59687,87;104560,54;44872,67;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/05/2020 0:00:00.000;48123,33;3562,49;63378,12;111501,45;48123,33;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/05/2020 0:00:00.000;96208,87;4767,28;136784,46;232993,32;96208,87;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/05/2020 0:00:00.000;77509,37;2822,23;106470,12;183979,49;77509,37;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/06/2020 0:00:00.000;34203,33;446,78;46470,52;80673,86;34203,33;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/06/2020 0:00:00.000;55210;1704,49;77806,86;133016,86;55210;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/06/2020 0:00:00.000;141003,33;12649,02;226593,10;367596,44;141003,33;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/06/2020 0:00:00.000;84223,33;6376,45;133332,25;217555,58;84223,33;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/06/2020 0:00:00.000;49957,20;4240,91;65803,51;115760,71;49957,20;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/06/2020 0:00:00.000;107832,33;8875,69;145069,33;252901,66;107832,33;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/06/2020 0:00:00.000;24015;264,30;31969,42;55984,42;24015;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/06/2020 0:00:00.000;212036,67;5674,69;283641,02;495677,68;212036,67;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/06/2020 0:00:00.000;44868,33;560,87;59378,77;104247,11;44868,33;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/06/2020 0:00:00.000;48143,33;3017,00;63266,94;111410,28;48143,33;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/06/2020 0:00:00.000;114900;4512,21;154667,38;269567,38;114900;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/06/2020 0:00:00.000;100854,33;8311,37;133682,66;234536,99;100854,33;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/06/2020 0:00:00.000;37804,67;561,64;52205,59;90010,26;37804,67;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/06/2020 0:00:00.000;53070;3766,46;71225,76;124295,76;53070;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/06/2020 0:00:00.000;56116,80;4426,59;75478,99;131595,79;56116,80;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/06/2020 0:00:00.000;58616,67;872,34;81417,13;140033,80;58616,67;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/06/2020 0:00:00.000;70470,33;5891,69;93951,28;164421,61;70470,33;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/06/2020 0:00:00.000;24100;1640,03;32928,28;57028,28;24100;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/06/2020 0:00:00.000;30900;1420,60;41455,10;72355,10;30900;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/06/2020 0:00:00.000;38916,67;916,86;53679,49;92596,16;38916,67;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/07/2020 0:00:00.000;60726,67;700,51;81855,84;142582,51;60726,67;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/07/2020 0:00:00.000;67902,67;4624,52;91048,24;158950,91;67902,67;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/07/2020 0:00:00.000;23633,33;1831,03;33354,53;56987,87;23633,33;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/07/2020 0:00:00.000;31466,67;3489,43;44202,01;75668,67;31466,67;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/07/2020 0:00:00.000;41133,33;677,38;54784,35;95917,68;41133,33;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/07/2020 0:00:00.000;51533,33;3938,78;70610,10;122143,43;51533,33;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/07/2020 0:00:00.000;55674,27;3863,93;72539,48;128213,74;55674,27;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/07/2020 0:00:00.000;35353,33;815,13;48017,19;83370,52;35353,33;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/07/2020 0:00:00.000;57206;837,41;77395,05;134601,05;57206;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/07/2020 0:00:00.000;162496,67;4106,85;231709,63;394206,30;162496,67;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/07/2020 0:00:00.000;79340;3516,94;115347,39;194687,39;79340;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/07/2020 0:00:00.000;60814,17;6175,63;78066,90;138881,07;60814,17;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/07/2020 0:00:00.000;106221,33;5548,46;144544,96;250766,30;106221,33;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/07/2020 0:00:00.000;24286,67;472,66;33252,12;57538,78;24286,67;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/07/2020 0:00:00.000;225496,67;3887,44;297714,27;523210,94;225496,67;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/07/2020 0:00:00.000;43535;1198,43;60986,30;104521,30;43535;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/07/2020 0:00:00.000;43433,33;1095,26;57184,96;100618,30;43433,33;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/07/2020 0:00:00.000;117566,67;6197,14;154780,83;272347,50;117566,67;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/07/2020 0:00:00.000;98096;6636,36;127446,66;225542,66;98096;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/07/2020 0:00:00.000;38325,87;759,94;52558,79;90884,65;38325,87;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/08/2020 0:00:00.000;40360;999,45;54871,31;95231,31;40360;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/08/2020 0:00:00.000;61600;1423,30;83637,33;145237,33;61600;   
